Datum;Eroeffnung;Hoch;Tief;Schluss;Volumen
  07.01.2020;216,57;216,61;215,20;215,67;474
  08.01.2020;215,18;216,99;215,18;216,12;259
  09.01.2020;216,63;217,50;216,36;217,24;661
  10.01.2020;218,07;218,10;216,99;217,58;269
  13.01.2020;217,19;218,28;217,10;217,62;1.458
  14.01.2020;218,37;218,43;217,03;217,78;966
  15.01.2020;217,00;218,02;217,00;217,50;1.419
  16.01.2020;218,20;218,76;216,63;217,44;1.199
  17.01.2020;218,31;218,97;217,60;218,45;183
  20.01.2020;218,99;219,58;218,43;218,96;402
  21.01.2020;218,47;219,28;217,20;217,81;1.059
  22.01.2020;218,93;219,25;218,12;218,14;722
  23.01.2020;218,70;218,99;217,00;217,38;457
  24.01.2020;217,95;218,44;216,95;217,18;333
  27.01.2020;217,01;217,01;214,55;214,55;664
  28.01.2020;216,18;216,59;214,65;216,27;947
  29.01.2020;216,49;216,98;216,23;216,23;232
  30.01.2020;214,45;215,29;214,14;214,41;225
  31.01.2020;214,97;214,97;211,70;212,56;841
  03.02.2020;213,24;213,29;212,16;212,37;1.127
  04.02.2020;213,82;214,68;212,72;214,51;469
  05.02.2020;214,81;216,65;214,66;215,81;332
  06.02.2020;216,70;217,36;216,14;217,10;188
  07.02.2020;217,14;217,54;216,22;216,84;234
  10.02.2020;216,77;217,40;216,35;216,76;553
  11.02.2020;218,00;219,22;217,51;218,36;658
  12.02.2020;219,21;220,11;218,56;219,16;2.256
  13.02.2020;219,57;219,85;218,07;219,85;293
  14.02.2020;220,19;220,35;219,20;219,98;83
  17.02.2020;220,50;220,93;219,80;220,39;161
  18.02.2020;220,86;220,86;219,12;219,63;135
  19.02.2020;219,67;221,50;219,41;220,94;137
  20.02.2020;220,48;221,35;220,18;220,18;784
  21.02.2020;219,20;219,41;218,34;218,34;226
  24.02.2020;216,83;216,85;213,03;215,03;2.403
  25.02.2020;213,41;214,82;212,20;212,50;1.172
  26.02.2020;210,29;212,52;208,62;210,81;6.914
  27.02.2020;210,51;210,51;201,40;205,26;3.951
  28.02.2020;200,00;203,61;196,60;201,90;4.770
  02.03.2020;200,66;205,46;198,63;203,75;5.654
  03.03.2020;204,89;207,00;204,54;204,54;1.582
  04.03.2020;204,23;207,70;204,00;206,47;1.478
  05.03.2020;208,95;208,98;203,92;204,05;1.073
  06.03.2020;202,44;203,42;198,40;199,51;1.441
  09.03.2020;193,23;196,88;191,68;192,85;1.783
  10.03.2020;189,10;196,63;189,10;191,64;5.952
  11.03.2020;192,92;194,86;190,00;190,39;2.023
  12.03.2020;183,34;184,09;175,92;180,12;2.668
  13.03.2020;176,15;184,51;176,15;181,50;1.347
  16.03.2020;179,66;181,00;170,93;175,14;2.367
  17.03.2020;170,25;176,45;170,25;171,54;527
  18.03.2020;173,90;174,35;168,20;169,31;974
  19.03.2020;168,05;173,17;168,05;171,66;1.398
  20.03.2020;176,06;177,36;174,11;175,77;638
  23.03.2020;174,70;174,70;169,00;172,14;1.770
  24.03.2020;175,88;177,89;173,51;177,54;2.556
  25.03.2020;180,00;183,20;179,42;182,16;1.109
  26.03.2020;177,31;182,95;177,31;182,46;240
  27.03.2020;183,00;183,00;179,99;182,08;496
  30.03.2020;181,08;182,46;180,00;180,95;655
  31.03.2020;181,44;183,72;180,87;182,77;477
  01.04.2020;182,13;182,47;177,77;179,51;1.373
  02.04.2020;178,20;180,99;178,20;179,94;227
  03.04.2020;180,24;181,42;180,24;180,53;11
  06.04.2020;180,55;186,54;180,55;185,57;1.582
  07.04.2020;188,93;189,80;187,00;188,25;1.192
  08.04.2020;188,82;189,50;185,66;187,81;464
  09.04.2020;189,65;191,42;188,61;189,91;1.140
  14.04.2020;190,58;192,95;189,17;189,17;338
  15.04.2020;189,60;192,42;188,63;188,63;1.018
  16.04.2020;187,26;190,13;187,26;188,96;166
  17.04.2020;189,25;192,00;188,31;192,00;358
  20.04.2020;193,86;193,86;190,71;191,77;521
  21.04.2020;190,20;191,28;187,51;187,89;563
  22.04.2020;186,85;190,61;186,85;188,63;92
  23.04.2020;188,44;190,00;188,43;190,00;16
  24.04.2020;191,23;191,23;188,40;190,33;46
  27.04.2020;190,50;193,32;190,50;191,28;217
  28.04.2020;191,96;194,10;190,53;192,41;793
  29.04.2020;193,80;195,60;191,12;194,68;191
  30.04.2020;195,38;196,51;192,78;192,89;414
  04.05.2020;191,17;191,55;188,78;190,21;277
  05.05.2020;189,59;191,92;189,58;191,92;35
  06.05.2020;192,88;193,61;190,91;192,92;143
  07.05.2020;192,07;194,52;191,47;193,50;211
  08.05.2020;194,08;195,10;192,26;194,32;319
  11.05.2020;194,95;195,14;192,81;195,14;462
  12.05.2020;194,78;196,43;193,67;194,41;12
  13.05.2020;194,63;194,63;192,00;192,57;65
  14.05.2020;191,13;192,63;188,10;191,45;778
  15.05.2020;192,54;193,70;190,80;192,39;268
  18.05.2020;192,67;194,79;192,67;194,25;463
  19.05.2020;194,78;196,45;193,49;195,01;348
  20.05.2020;195,65;196,19;195,28;195,28;80
  21.05.2020;196,89;196,89;195,15;195,15;30
  22.05.2020;192,60;195,25;192,60;193,93;113
  25.05.2020;195,39;196,28;193,10;195,32;168
  26.05.2020;197,20;197,90;194,46;196,59;485
  27.05.2020;197,80;198,20;195,30;196,67;98
  28.05.2020;198,70;198,70;195,67;196,96;51
  29.05.2020;196,95;197,01;194,61;195,03;139
  01.06.2020;196,80;197,10;195,40;197,10;131
  02.06.2020;196,21;198,70;195,81;197,46;221
  03.06.2020;198,73;199,92;197,69;199,92;876
  04.06.2020;200,16;200,59;198,50;199,06;697
  05.06.2020;198,63;201,71;198,63;201,71;554
  08.06.2020;201,57;203,62;200,08;202,39;1.214
  09.06.2020;202,22;203,50;202,22;202,51;131
  10.06.2020;203,00;203,00;200,91;201,11;236
  11.06.2020;200,11;200,11;195,13;196,31;672
  12.06.2020;198,30;198,30;196,49;196,85;161
  15.06.2020;196,17;198,08;194,10;196,71;1.336
  16.06.2020;199,53;200,29;197,37;198,74;155
  17.06.2020;198,75;201,00;198,75;201,00;20
  18.06.2020;199,37;200,09;198,49;200,09;156
  19.06.2020;200,00;203,00;200,00;201,58;156
  22.06.2020;202,60;202,60;199,73;201,35;95
  23.06.2020;202,02;203,99;201,00;202,87;118
  24.06.2020;203,00;203,00;198,70;200,01;8
  25.06.2020;198,00;201,35;198,00;199,60;20
  26.06.2020;200,27;202,51;199,77;200,09;471
  29.06.2020;196,39;201,18;196,39;199,63;78
  30.06.2020;200,42;201,20;198,60;200,55;76
  01.07.2020;202,43;202,43;200,04;201,70;91
  02.07.2020;200,05;202,60;200,05;202,30;275
  03.07.2020;202,66;205,10;202,66;203,73;64
  06.07.2020;204,04;206,10;202,77;206,10;374
  07.07.2020;205,15;207,34;204,03;205,85;202
  08.07.2020;204,09;207,10;204,09;206,25;183
  09.07.2020;207,00;207,00;203,91;205,21;535
  10.07.2020;205,19;207,10;204,06;206,16;1.435
  13.07.2020;206,74;208,88;206,17;207,57;723
  14.07.2020;205,64;206,73;203,91;205,37;495
  15.07.2020;207,40;207,40;206,08;206,08;30
  16.07.2020;203,81;206,65;203,81;205,31;216
  17.07.2020;205,60;207,20;204,22;205,73;132
  20.07.2020;204,50;206,75;204,49;206,00;242
  21.07.2020;206,04;208,59;205,82;207,69;481
  22.07.2020;208,00;208,00;205,78;206,51;64
  23.07.2020;206,95;208,00;204,88;206,08;22
  24.07.2020;204,69;205,70;203,22;204,08;147
  27.07.2020;203,06;203,93;202,80;203,38;42
  28.07.2020;205,88;205,88;202,91;203,38;1.156
  29.07.2020;204,48;204,48;204,23;204,23;100
  30.07.2020;205,29;205,29;200,50;202,28;103
  31.07.2020;203,24;203,24;201,33;201,33;15
  03.08.2020;202,01;204,00;202,01;203,58;245
  04.08.2020;205,29;205,29;204,09;204,09;20
  05.08.2020;204,15;205,99;204,00;205,06;1.223
  06.08.2020;205,99;205,99;203,82;205,14;67
  07.08.2020;204,64;206,00;204,16;205,08;156
  10.08.2020;204,40;206,00;204,19;205,00;134
  11.08.2020;206,00;206,00;205,13;205,65;91
  12.08.2020;205,31;208,00;205,31;206,77;185
  13.08.2020;206,91;207,99;205,59;206,35;171
  14.08.2020;205,24;206,92;204,23;205,87;31
  17.08.2020;205,03;206,55;204,80;206,45;759
  18.08.2020;206,99;207,65;205,28;206,29;81
  19.08.2020;206,65;206,65;204,86;206,32;122
  20.08.2020;203,85;206,42;203,85;205,74;88
  21.08.2020;207,02;207,02;204,72;205,82;46
  24.08.2020;206,23;207,87;205,94;207,87;252
  25.08.2020;207,38;208,00;206,15;207,69;310
  26.08.2020;206,87;209,44;206,87;208,68;97
